Time,Bearing 1
160.01366,0.01
160.0137,-0.115
160.01375,-0.039
160.0138,0.146
160.01385,0.32
160.0139,0.137
160.01395,-0.156
160.014,-0.168
160.01405,-0.076
160.0141,0.049
160.01414,-0.09
160.0142,-0.178
160.01425,-0.039
160.0143,0.205
160.01434,0.212
160.0144,-0.034
160.01445,-0.217
160.0145,-0.034
160.01456,0.063
160.0146,-0.073
160.01465,-0.188
160.0147,-0.142
160.01476,0.044
160.0148,0.222
160.01485,0.239
160.0149,0.164
160.01495,0.129
160.015,0.056
160.01505,0.015
160.0151,0.183
160.01515,0.205
160.0152,-0.056
160.01524,-0.083
160.0153,0.132
160.01535,0.144
160.0154,0.103
160.01546,-0.41
160.0155,-0.405
160.01555,0.249
160.0156,0.122
160.01566,-0.413
160.0157,-0.474
160.01575,0.103
160.0158,0.095
160.01585,-0.247
160.0159,-0.3
160.01595,-0.41
160.016,-0.281
160.01605,-0.039
160.0161,0.078
160.01614,-0.049
160.0162,-0.154
160.01625,-0.051
160.0163,0.122
160.01636,0.349
160.0164,0.31
160.01645,-0.205
160.0165,0.063
160.01656,0.432
160.0166,0.298
160.01665,-0.044
160.0167,-0.298
160.01675,-0.068
160.0168,0.024
160.01685,-0.015
160.0169,-0.278
160.01695,-0.254
160.017,0.366
160.01704,0.103
160.0171,-0.122
160.01715,-0.254
160.0172,-0.081
160.01724,0.142
160.0173,0.103
160.01735,-0.247
160.0174,-0.322
160.01746,0.291
160.0175,0.674
160.01755,0.369
160.0176,-0.1
160.01765,-0.02
160.0177,0.029
160.01775,0.017
160.0178,-0.239
160.01785,-0.361
160.0179,-0.103
160.01794,0.127
160.018,0.046
160.01805,-0.083
160.0181,0.1
160.01814,0.269
160.0182,0.222
160.01825,-0.002
160.0183,-0.244
160.01836,-0.266
160.0184,-0.012
160.01845,0.015
160.0185,-0.044
160.01855,-0.139
160.0186,-0.002
160.01865,0.105
160.0187,0.083
160.01875,-0.034
160.0188,-0.046
160.01884,-0.007
160.0189,-0.063
160.01895,-0.081
160.019,0.01
160.01904,0.073
160.0191,0.137
160.01915,0.21
160.0192,0.205
160.01926,0.2
160.0193,0.149
160.01935,-0.132
160.0194,0.017
160.01945,0.115
160.0195,0.09
160.01955,-0.173
160.0196,-0.034
160.01965,0.093
160.0197,0.234
160.01974,-0.254
160.0198,-0.271
160.01985,0.032
160.0199,0.063
160.01994,-0.259
160.02,-0.347
160.02005,0.215
160.0201,-0.095
160.02016,-0.156
160.0202,-0.063
160.02025,-0.105
160.0203,-0.024
160.02036,-0.076
160.0204,-0.066
160.02045,0.049
160.0205,-0.452
160.02055,-0.222
160.0206,0.281
160.02065,0.278
160.0207,0.125
160.02075,-0.151
160.0208,-0.078
160.02084,0.432
160.0209,0.601
160.02095,0.144
160.021,-0.254
160.02106,-0.039
160.0211,0.081
160.02115,0.051
160.0212,-0.359
160.02126,0.056
160.0213,0.41
160.02135,0.21
160.0214,-0.212
160.02145,-0.254
160.0215,0.056
160.02155,0.132
160.0216,-0.11
160.02165,-0.21
160.0217,-0.237
160.02174,0.144
160.0218,0.464
160.02185,0.303
160.0219,0.029
160.02196,0.073
160.022,0.251
160.02205,0.073
160.0221,-0.295
160.02216,-0.337
160.0222,-0.139
160.02225,0.049
160.0223,0.095
160.02235,-0.149
160.0224,-0.215
160.02245,0.093
160.0225,0.283
160.02255,0.098
160.0226,-0.173
160.02264,-0.237
160.0227,-0.115
160.02275,-0.022
160.0228,-0.039
160.02284,-0.176
160.0229,-0.017
160.02295,0.144
160.023,0.09
160.02306,-0.088
160.0231,-0.107
160.02315,0.176
160.0232,0.107
160.02325,-0.129
160.0233,-0.186
160.02335,-0.078
160.0234,-0.071
160.02345,0.0
160.0235,-0.012
160.02354,0.095
160.0236,0.176
160.02365,0.024
160.0237,0.007
160.02374,0.017
160.0238,0.073
160.02385,-0.122
160.0239,-0.032
160.02396,0.005
160.024,0.259
160.02405,0.034
160.0241,-0.396
160.02415,-0.5
160.0242,0.232
160.02425,0.281
160.0243,-0.3
160.02435,-0.488
160.0244,-0.037
160.02444,0.22
160.0245,-0.261
160.02455,-0.371
160.0246,-0.403
160.02464,-0.037
160.0247,-0.127
160.02475,-0.154
160.0248,-0.066
160.02486,0.002
160.0249,-0.056
160.02495,0.288
160.025,0.244
160.02505,0.208
160.0251,0.1
160.02515,0.098
160.0252,0.391
160.02525,0.439
160.0253,-0.051
160.02534,-0.303
160.0254,-0.071
160.02545,0.09
160.0255,-0.095
160.02554,-0.676
160.0256,-0.132
160.02565,0.188
160.0257,-0.022
160.02576,-0.347
160.0258,-0.457
160.02585,-0.122
160.0259,0.183
160.02596,0.002
160.026,-0.156
160.02605,-0.059
160.0261,0.264
160.02615,0.452
160.0262,0.234
160.02625,0.068
160.0263,0.1
160.02635,0.229
160.0264,-0.044
160.02644,-0.349
160.0265,-0.283
160.02655,-0.242
160.0266,-0.195
160.02666,-0.117
160.0267,0.005
160.02675,-0.007
160.0268,-0.061
160.02686,0.244
160.0269,0.251
160.02695,-0.007
160.027,-0.195
160.02705,-0.051
160.0271,0.088
160.02715,0.049
160.0272,-0.107
160.02725,-0.117
160.0273,0.151
160.02734,0.234
160.0274,-0.071
160.02745,-0.178
160.0275,-0.037
160.02756,-0.017
160.0276,-0.251
160.02765,-0.283
160.0277,-0.044
160.02776,0.071
160.0278,-0.015
160.02785,-0.149
160.0279,0.154
160.02795,0.225
160.028,0.176
160.02805,-0.059
160.0281,0.085
160.02815,0.217
160.0282,0.19
160.02824,-0.007
160.0283,0.183
160.02835,0.366
160.0284,0.598
160.02844,-0.32
160.0285,-0.483
160.02855,0.164
160.0286,0.21
160.02866,-0.325
160.0287,-0.706
160.02875,-0.112
160.0288,0.127
160.02885,0.117
160.0289,-0.232
160.02895,-0.295
160.029,0.061
160.02905,-0.039
160.0291,-0.149
160.02914,-0.232
160.0292,-0.071
160.02925,0.044
160.0293,0.017
160.02934,0.237
160.0294,0.295
160.02945,-0.061
160.0295,-0.159
160.02956,0.054
160.0296,0.308
160.02965,-0.002
160.0297,-0.398
160.02975,-0.115
160.0298,0.227
160.02985,-0.076
160.0299,-0.066
160.02995,-0.261
160.03,-0.195
160.03004,0.342
160.0301,0.007
160.03015,-0.042
160.0302,-0.042
160.03024,0.129
160.0303,0.154
160.03035,-0.029
160.0304,-0.129
160.03046,0.032
160.0305,0.305
160.03055,0.173
160.0306,-0.051
160.03065,-0.01
160.0307,0.139
160.03075,0.012
160.0308,-0.293
160.03085,-0.415
160.0309,-0.205
160.03094,0.046
160.031,0.081
160.03105,0.015
160.0311,0.044
160.03114,0.073
160.0312,0.239
160.03125,0.19
160.0313,-0.034
160.03136,-0.144
160.0314,-0.032
160.03145,0.239
160.0315,0.107
160.03156,-0.137
160.0316,-0.269
160.03165,-0.027
160.0317,0.186
160.03175,-0.034
160.0318,-0.146
160.03185,-0.088
160.0319,0.107
160.03195,0.093
160.032,-0.068
160.03204,-0.151
160.0321,-0.054
160.03215,0.151
160.0322,0.254
160.03226,0.166
160.0323,0.222
160.03235,0.229
160.0324,0.051
160.03246,0.056
160.0325,0.054
160.03255,0.039
160.0326,0.049
160.03265,-0.002
160.0327,-0.046
160.03275,0.183
160.0328,0.01
160.03285,-0.312
160.0329,-0.188
160.03294,0.161
160.033,0.095
160.03305,-0.378
160.0331,-0.044
160.03316,0.029
160.0332,0.007
160.03325,-0.198
160.0333,-0.449
160.03336,-0.115
160.0334,-0.151
160.03345,-0.046
160.0335,0.156
160.03355,-0.049
160.0336,-0.103
160.03365,0.054
160.0337,0.166
160.03375,0.278
160.0338,0.168
160.03384,-0.432
160.0339,0.068
160.03395,0.662
160.034,0.178
160.03406,-0.339
160.0341,-0.261
160.03415,0.242
160.0342,-0.012
160.03426,-0.125
160.0343,-0.447
160.03435,-0.139
160.0344,0.5
160.03445,0.139
160.0345,-0.439
160.03455,-0.134
160.0346,0.059
160.03465,0.134
160.0347,-0.21
160.03474,-0.186
160.0348,0.159
160.03485,0.476
160.0349,0.371
160.03494,0.046
160.035,0.098
160.03505,0.178
160.0351,-0.095
160.03516,-0.293
160.0352,-0.269
160.03525,-0.2
160.0353,-0.012
160.03535,0.02
160.0354,-0.034
160.03545,0.09
160.0355,0.249
160.03555,0.212
160.0356,0.1
160.03564,0.125
160.0357,0.039
160.03575,-0.181
160.0358,-0.076
160.03584,0.051
160.0359,0.027
160.03595,-0.098
160.036,-0.071
160.03606,0.076
160.0361,0.081
160.03615,0.063
160.0362,-0.034
160.03625,0.002
160.0363,0.034
160.03635,-0.09
160.0364,0.005
160.03645,0.132
160.0365,0.242
160.03654,0.115
160.0366,0.073
160.03665,0.188
160.0367,0.259
160.03674,0.127
160.0368,-0.002
160.03685,-0.178
160.0369,0.149
160.03696,0.146
160.037,-0.137
160.03705,-0.149
160.0371,0.225
160.03716,0.178
160.0372,-0.129
160.03725,-0.098
160.0373,0.188
160.03735,-0.11
160.0374,-0.271
160.03745,-0.103
160.0375,0.017
160.03755,-0.217
160.0376,-0.266
160.03764,-0.232
160.0377,-0.144
160.03775,-0.168
160.0378,0.217
160.03786,0.188
160.0379,-0.227
160.03795,-0.186
160.038,0.181
160.03806,0.505
160.0381,0.442
160.03815,0.071
160.0382,-0.725
160.03825,0.161
160.0383,1.108
160.03835,0.32
160.0384,-0.525
160.03845,-0.244
160.0385,0.225
160.03854,0.078
160.0386,-0.632
160.03865,-0.139
160.0387,0.381
160.03876,0.417
160.0388,-0.208
160.03885,-0.579
160.0389,0.029
160.03896,0.593
160.039,0.071
160.03905,-0.269
160.0391,-0.183
160.03915,0.269
160.0392,0.571
160.03925,0.208
160.0393,0.068
160.03935,0.244
160.0394,0.266
160.03944,0.071
160.0395,-0.232
160.03955,-0.391
160.0396,-0.198
160.03966,-0.088
160.0397,-0.125
160.03975,-0.2
160.0398,-0.059
160.03986,0.2
160.0399,0.303
160.03995,0.137
160.04,0.039
160.04005,-0.071
160.0401,-0.164
160.04015,0.024
160.0402,0.01
160.04025,-0.042
160.0403,0.142
160.04034,0.146
160.0404,0.239
160.04045,0.212
160.0405,0.12
160.04054,-0.015
160.0406,0.007
160.04065,-0.032
160.0407,-0.171
160.04076,-0.127
160.0408,-0.024
160.04085,0.095
160.0409,0.095
160.04095,0.149
160.041,0.125
160.04105,0.098
160.0411,-0.073
160.04115,0.144
160.0412,0.303
160.04124,0.181
160.0413,-0.154
160.04135,0.156
160.0414,0.361
160.04144,0.5
160.0415,-0.195
160.04155,-0.049
160.0416,0.22
160.04166,0.161
160.0417,-0.183
160.04175,-0.532
160.0418,-0.342
160.04185,-0.12
160.0419,0.051
160.04195,-0.137
160.042,-0.361
160.04205,-0.146
160.0421,-0.151
160.04214,-0.159
160.0422,0.081
160.04225,0.054
160.0423,-0.1
160.04234,0.11
160.0424,0.464
160.04245,0.417
160.0425,0.12
160.04256,-0.149
160.0426,-0.015
160.04265,0.483
160.0427,0.283
160.04276,-0.095
160.0428,-0.21
160.04285,-0.188
160.0429,-0.21
160.04295,0.068
160.043,-0.212
160.04305,-0.325
160.0431,0.349
160.04315,0.188
160.0432,-0.129
160.04324,-0.032
160.0433,0.281
160.04335,0.225
160.0434,-0.085
160.04346,-0.208
160.0435,0.027
160.04355,0.344
160.0436,0.374
160.04366,0.081
160.0437,0.037
160.04375,0.125
160.0438,0.093
160.04385,-0.173
160.0439,-0.374
160.04395,-0.156
160.044,-0.046
160.04405,-0.098
160.0441,-0.129
160.04414,0.017
160.0442,0.085
160.04425,0.132
160.0443,0.164
160.04436,0.168
160.0444,-0.078
160.04445,0.005
160.0445,0.376
160.04456,0.293
160.0446,-0.071
160.04465,-0.327
160.0447,0.049
160.04475,0.342
160.0448,0.215
160.04485,-0.085
160.0449,-0.178
160.04495,-0.044
160.045,0.066
160.04504,-0.054
160.0451,-0.178
160.04515,-0.176
160.0452,0.005
160.04526,0.105
160.0453,0.159
160.04535,0.107
160.0454,0.085
160.04546,0.112
160.0455,0.247
160.04555,0.32
160.0456,0.027
160.04565,0.029
160.0457,0.303
160.04575,0.261
160.0458,0.308
160.04585,-0.432
160.0459,-0.261
160.04594,0.059
160.046,-0.066
160.04605,-0.498
160.0461,-0.479
160.04614,0.076
160.0462,0.21
160.04625,-0.271
160.0463,-0.413
160.04636,-0.376
160.0464,0.273
160.04645,0.125
160.0465,-0.146
160.04655,-0.12
160.0466,-0.1
160.04665,0.034
160.0467,0.427
160.04675,0.376
160.0468,0.039
160.04684,-0.146
160.0469,-0.017
160.04695,0.349
160.047,0.422
160.04704,-0.11
160.0471,-0.449
160.04715,-0.098
160.0472,0.085
160.04726,-0.063
160.0473,-0.427
160.04735,-0.217
160.0474,0.198
160.04745,0.317
160.0475,0.049
160.04755,-0.227
160.0476,-0.098
160.04765,0.137
160.0477,0.042
160.04774,-0.186
160.0478,-0.22
160.04785,0.054
160.0479,0.264
160.04794,0.195
160.048,0.085
160.04805,0.159
160.0481,0.295
160.04816,-0.071
160.0482,-0.327
160.04825,-0.215
160.0483,-0.188
160.04836,-0.229
160.0484,-0.278
160.04845,-0.132
160.0485,0.012
160.04855,0.117
160.0486,0.188
160.04865,0.137
160.0487,0.034
160.04875,-0.093
160.0488,-0.012
160.04884,0.139
160.0489,0.071
160.04895,-0.22
160.049,-0.183
160.04906,0.095
160.0491,0.146
160.04915,-0.117
160.0492,-0.251
160.04926,-0.132
160.0493,-0.056
160.04935,-0.186
160.0494,-0.22
160.04945,-0.02
160.0495,0.107
160.04955,0.083
160.0496,0.032
160.04965,0.125
160.0497,0.278
160.04974,0.154
160.0498,0.088
160.04985,-0.081
160.0499,-0.085
160.04996,0.1
160.05,-0.015
160.05005,-0.061
160.0501,0.095
160.05016,0.193
160.0502,-0.325
160.05025,-0.205
160.0503,0.046
160.05035,0.088
160.0504,-0.2
160.05045,-0.527
160.0505,-0.061
160.05055,-0.166
160.0506,-0.017
160.05064,0.044
160.0507,0.105
160.05075,-0.051
160.0508,-0.146
160.05086,0.042
160.0509,0.095
160.05095,-0.474
160.051,-0.281
160.05106,0.298
160.0511,0.576
160.05115,0.027
160.0512,-0.488
160.05125,-0.266
160.0513,0.51
160.05135,0.781
160.0514,-0.056
160.05145,-0.547
160.0515,-0.046
160.05154,0.144
160.0516,-0.056
160.05165,-0.522
160.0517,-0.154
160.05174,0.696
160.0518,0.278
160.05185,0.015
160.0519,-0.234
160.05196,0.02
160.052,0.137
160.05205,-0.09
160.0521,-0.134
160.05215,-0.107
160.0522,0.359
160.05225,0.374
160.0523,0.105
160.05235,0.125
160.0524,0.347
160.05244,0.19
160.0525,-0.229
160.05255,-0.315
160.0526,-0.183
160.05264,-0.281
160.0527,-0.276
160.05275,-0.046
160.0528,-0.137
160.05286,0.002
160.0529,0.21
160.05295,0.044
160.053,-0.105
160.05305,-0.144
160.0531,-0.071
160.05315,-0.127
160.0532,-0.188
160.05325,-0.144
160.0533,-0.056
160.05334,-0.034
160.0534,0.007
160.05345,-0.01
160.0535,0.037
160.05354,-0.002
160.0536,0.059
160.05365,-0.01
160.0537,-0.168
160.05376,-0.083
160.0538,0.007
160.05385,-0.005
160.0539,0.044
160.05396,0.117
160.054,0.215
160.05405,0.01
160.0541,0.078
160.05415,0.125
160.0542,0.125
160.05424,-0.02
160.0543,-0.142
160.05435,-0.125
160.0544,0.039
160.05444,0.012
160.0545,-0.547
160.05455,-0.264
160.0546,0.449
160.05466,0.208
160.0547,-0.532
160.05475,-0.593
160.0548,-0.09
160.05486,0.134
160.0549,-0.095
160.05495,-0.593
160.055,-0.325
160.05505,-0.107
160.0551,-0.029
160.05515,-0.127
160.0552,-0.154
160.05525,-0.122
160.0553,0.012
160.05534,0.295
160.0554,0.469
160.05545,0.164
160.0555,-0.242
160.05556,0.024
160.0556,0.745
160.05565,0.374
160.0557,-0.259
160.05576,-0.173
160.0558,0.283
160.05585,0.212
160.0559,-0.356
160.05595,-0.493
160.056,0.015
160.05605,0.344
160.0561,-0.107
160.05615,-0.369
160.0562,-0.11
160.05624,0.127
160.0563,-0.017
160.05635,-0.088
160.0564,-0.205
160.05646,0.044
160.0565,0.415
160.05655,0.288
160.0566,0.0
160.05666,0.085
160.0567,0.222
160.05675,-0.193
160.0568,-0.361
160.05685,-0.171
160.0569,-0.012
160.05695,-0.095
160.057,-0.208
160.05705,-0.332
160.0571,-0.049
160.05714,0.332
160.0572,0.093
160.05725,-0.129
160.0573,-0.149
160.05734,0.044
160.0574,0.193
160.05745,0.007
160.0575,-0.098
160.05756,-0.024
160.0576,0.193
160.05765,0.305
160.0577,0.042
160.05775,-0.02
160.0578,0.081
160.05785,0.244
160.0579,-0.046
160.05795,-0.344
160.058,-0.312
160.05804,-0.049
160.0581,0.1
160.05815,-0.032
160.0582,0.063
160.05824,0.063
160.0583,0.024
160.05835,-0.012
160.0584,0.076
160.05846,0.205
160.0585,0.046
160.05855,-0.068
160.0586,0.112
160.05865,0.432
160.0587,0.337
160.05875,-0.403
160.0588,-0.208
160.05885,0.125
160.0589,0.085
160.05894,-0.261
160.059,-0.542
160.05905,-0.107
160.0591,0.105
160.05914,-0.007
160.0592,-0.356
160.05925,-0.542
160.0593,-0.188
160.05936,-0.181
160.0594,-0.144
160.05945,-0.085
160.0595,-0.066
160.05956,0.005
160.0596,0.227
160.05965,0.295
160.0597,0.112
160.05975,0.034
160.0598,0.12
160.05984,0.505
160.0599,0.566
160.05995,0.032
160.06,-0.254
160.06004,-0.056
160.0601,-0.012
160.06015,-0.334
160.0602,-0.62
160.06026,0.051
160.0603,0.391
160.06035,0.032
160.0604,-0.271
160.06046,-0.339
160.0605,0.01
160.06055,0.276
160.0606,0.205
160.06065,-0.056
160.0607,-0.007
160.06075,0.371
160.0608,0.474
160.06085,0.117
160.0609,0.117
160.06094,0.3
160.061,0.271
160.06105,-0.237
160.0611,-0.522
160.06116,-0.344
160.0612,-0.115
160.06125,-0.22
160.0613,-0.264
160.06136,-0.125
160.0614,0.078
160.06145,0.227
160.0615,0.227
160.06155,0.139
160.0616,-0.112
160.06165,-0.193
160.0617,0.063
160.06175,0.205
160.0618,0.261
160.06184,0.137
160.0619,0.027
160.06195,0.061
160.062,0.066
160.06206,0.09
160.0621,0.078
160.06215,-0.007
160.0622,-0.19
160.06226,-0.332
160.0623,-0.242
160.06235,0.017
160.0624,0.061
160.06245,-0.046
160.0625,0.005
160.06255,0.19
160.0626,0.066
160.06265,-0.1
160.0627,0.024
160.06274,0.061
160.0628,0.042
160.06285,0.046
160.0629,0.088
160.06294,0.051
160.063,0.303
160.06305,-0.103
160.0631,-0.364
160.06316,-0.203
160.0632,0.098
160.06325,-0.217
160.0633,-0.637
160.06335,0.0
160.0634,0.071
160.06345,0.049
160.0635,-0.354
160.06355,-0.518
160.0636,-0.078
160.06364,0.166
160.0637,0.33
160.06375,0.071
160.0638,-0.103
160.06384,-0.244
160.0639,0.166
160.06395,0.342
160.064,0.454
160.06406,0.2
160.0641,-0.303
160.06415,0.107
160.0642,0.618
160.06425,0.042
160.0643,-0.388
160.06435,-0.264
160.0644,0.425
160.06445,0.083
160.0645,-0.671
160.06454,-0.5
160.0646,0.237
160.06465,0.652
160.0647,-0.015
160.06474,-0.442
160.0648,-0.098
160.06485,0.327
160.0649,0.137
160.06496,-0.308
160.065,-0.078
160.06505,0.261
160.0651,0.347
160.06516,0.413
160.0652,0.098
160.06525,0.059
160.0653,0.012
160.06535,-0.137
160.0654,-0.256
160.06544,-0.161
160.0655,-0.139
160.06555,-0.127
160.0656,-0.134
160.06564,-0.115
160.0657,-0.056
160.06575,0.176
160.0658,0.234
160.06586,0.159
160.0659,-0.015
160.06595,-0.098
160.066,-0.056
160.06606,0.115
160.0661,0.002
160.06615,-0.195
160.0662,-0.105
160.06625,0.137
160.0663,0.168
160.06635,-0.032
160.0664,-0.044
160.06645,0.029
160.0665,-0.051
160.06654,-0.271
160.0666,-0.239
160.06665,0.007
160.0667,0.193
160.06676,0.171
160.0668,0.129
160.06685,0.208
160.0669,0.178
160.06696,0.068
160.067,0.105
160.06705,-0.01
160.0671,-0.032
160.06715,0.017
160.0672,-0.002
160.06725,-0.044
160.0673,0.127
160.06735,0.312
160.0674,-0.212
160.06744,-0.381
160.0675,0.037
160.06755,0.078
160.0676,-0.457
160.06766,-0.786
160.0677,-0.156
160.06775,0.386
160.0678,0.178
160.06786,-0.205
160.0679,-0.53
160.06795,0.01
160.068,0.046
160.06805,0.134
160.0681,-0.068
160.06815,-0.073
160.0682,-0.156
160.06825,0.078
160.0683,0.237
160.06834,0.251
160.0684,0.168
160.06845,-0.317
160.0685,0.11
160.06854,0.593
160.0686,0.132
160.06865,-0.31
160.0687,-0.173
160.06876,0.261
160.0688,-0.063
160.06885,-0.186
160.0689,-0.332
160.06895,-0.042
160.069,0.337
160.06905,-0.027
160.0691,-0.486
160.06915,-0.19
160.0692,0.208
160.06924,0.259
160.0693,-0.188
160.06935,-0.193
160.0694,0.181
160.06944,0.405
160.0695,0.327
160.06955,-0.002
160.0696,0.154
160.06966,0.298
160.0697,0.09
160.06975,-0.21
160.0698,-0.217
160.06985,0.059
160.0699,0.044
160.06995,-0.127
160.07,-0.264
160.07005,-0.073
160.0701,0.295
160.07014,0.32
160.0702,0.005
160.07025,-0.081
160.0703,-0.122
160.07034,-0.078
160.0704,-0.017
160.07045,-0.032
160.0705,-0.054
160.07056,-0.076
160.0706,0.095
160.07065,0.137
160.0707,0.005
160.07076,-0.061
160.0708,0.02
160.07085,0.107
160.0709,-0.081
160.07095,-0.269
160.071,-0.049
160.07104,0.127
160.0711,0.002
160.07115,-0.056
160.0712,0.034
160.07124,0.071
160.0713,0.129
160.07135,0.007
160.0714,-0.073
160.07146,0.073
160.0715,0.166
160.07155,-0.005
160.0716,0.02
160.07166,0.149
160.0717,0.264
160.07175,-0.164
160.0718,-0.002
160.07185,0.247
160.0719,0.1
160.07195,-0.288
160.072,-0.596
160.07205,-0.142
160.0721,0.371
160.07214,-0.073
160.0722,-0.352
160.07225,-0.403
160.0723,0.093
160.07236,-0.02
160.0724,-0.234
160.07245,0.02
160.0725,0.103
160.07256,-0.061
160.0726,0.078
160.07265,0.437
160.0727,0.498
160.07275,0.078
160.0728,-0.281
160.07285,0.125
160.0729,0.657
160.07295,0.171
160.073,-0.388
160.07304,-0.193
160.0731,0.254
160.07315,0.11
160.0732,-0.315
160.07326,-0.41
160.0733,0.156
160.07335,0.449
160.0734,0.032
160.07346,-0.439
160.0735,-0.078
160.07355,0.259
160.0736,0.193
160.07365,0.156
160.0737,0.032
160.07375,0.332
160.0738,0.51
160.07385,0.312
160.0739,0.088
160.07394,-0.005
160.074,0.007
