Time,Bearing 1
100.00965,-0.044
100.0097,-0.286
100.00975,0.044
100.0098,0.083
100.00985,-0.117
100.0099,-0.393
100.00995,-0.3
100.01,0.032
100.01005,0.09
100.0101,-0.059
100.01015,-0.181
100.0102,-0.095
100.01025,0.159
100.0103,0.325
100.01035,0.129
100.0104,-0.054
100.01045,0.093
100.0105,0.154
100.01055,0.037
100.0106,-0.022
100.01065,-0.063
100.0107,-0.139
100.01075,-0.081
100.0108,-0.081
100.01085,0.081
100.0109,0.112
100.01095,-0.068
100.011,-0.168
100.01105,-0.039
100.0111,-0.024
100.01115,-0.044
100.0112,-0.059
100.01125,-0.12
100.0113,-0.027
100.01135,0.137
100.0114,0.085
100.01145,0.007
100.0115,0.037
100.01155,0.012
100.0116,-0.076
100.01165,-0.137
100.0117,-0.122
100.01175,-0.061
100.0118,-0.1
100.01185,-0.115
100.0119,-0.117
100.01195,-0.071
100.012,-0.049
100.01205,-0.02
100.0121,-0.024
100.01215,0.09
100.0122,0.059
100.01225,0.071
100.0123,0.115
100.01235,0.161
100.0124,0.129
100.01245,0.088
100.0125,0.073
100.01255,0.054
100.0126,0.039
100.01265,-0.032
100.0127,-0.01
100.01275,-0.071
100.0128,-0.103
100.01285,-0.1
100.0129,-0.127
100.01295,-0.237
100.013,-0.198
100.01305,-0.049
100.0131,0.022
100.01315,-0.063
100.0132,-0.1
100.01325,0.049
100.0133,0.107
100.01335,0.095
100.0134,0.037
100.01345,0.068
100.0135,0.178
100.01355,0.212
100.0136,0.061
100.01365,-0.1
100.0137,0.005
100.01375,0.139
100.0138,0.081
100.01385,0.01
100.0139,-0.229
100.01395,-0.027
100.014,0.032
100.01405,-0.142
100.0141,0.034
100.01415,0.015
100.0142,0.117
100.01425,-0.083
100.0143,-0.161
100.01435,0.105
100.0144,0.227
100.01445,0.09
100.0145,-0.071
100.01455,0.059
100.0146,0.188
100.01465,0.205
100.0147,0.103
100.01475,0.083
100.0148,0.112
100.01485,0.027
100.0149,-0.078
100.01495,-0.327
100.015,-0.293
100.01505,-0.063
100.0151,-0.034
100.01515,-0.044
100.0152,-0.059
100.01525,0.11
100.0153,0.146
100.01535,0.078
100.0154,0.049
100.01545,0.076
100.0155,0.093
100.01555,0.015
100.0156,-0.068
100.01565,0.012
100.0157,0.042
100.01575,0.024
100.0158,-0.007
100.01585,0.027
100.0159,-0.007
100.01595,-0.107
100.016,-0.183
100.01605,-0.186
100.0161,-0.063
100.01615,0.005
100.0162,-0.032
100.01625,-0.117
100.0163,0.02
100.01635,0.127
100.0164,0.1
100.01645,0.081
100.0165,0.068
100.01655,0.095
100.0166,0.056
100.01665,0.037
100.0167,0.071
100.01675,0.039
100.0168,0.002
100.01685,0.012
100.0169,0.071
100.01695,0.039
100.017,-0.042
100.01705,-0.142
100.0171,-0.132
100.01715,-0.12
100.0172,-0.083
100.01725,-0.12
100.0173,-0.134
100.01735,-0.039
100.0174,0.017
100.01745,-0.039
100.0175,-0.007
100.01755,-0.02
100.0176,0.056
100.01765,-0.007
100.0177,0.039
100.01775,0.122
100.0178,0.034
100.01785,-0.024
100.0179,0.093
100.01795,0.234
100.018,0.063
100.01805,-0.107
100.0181,0.034
100.01815,0.103
100.0182,0.017
100.01825,-0.063
100.0183,-0.151
100.01835,-0.056
100.0184,-0.33
100.01845,-0.259
100.0185,0.02
100.01855,0.098
100.0186,-0.017
100.01865,-0.046
100.0187,0.061
100.01875,0.139
100.0188,0.134
100.01885,-0.11
100.0189,-0.203
100.01895,0.034
100.019,0.273
100.01905,0.195
100.0191,-0.051
100.01915,0.034
100.0192,0.144
100.01925,0.049
100.0193,-0.22
100.01935,-0.195
100.0194,0.007
100.01945,0.088
100.0195,0.024
100.01955,-0.039
100.0196,0.09
100.01965,0.208
100.0197,0.273
100.01975,0.063
100.0198,0.078
100.01985,0.098
100.0199,0.061
100.01995,-0.071
100.02,-0.09
100.02005,-0.122
100.0201,0.017
100.02015,0.002
100.0202,-0.09
100.02025,-0.078
100.0203,-0.042
100.02035,-0.037
100.0204,-0.044
100.02045,-0.1
100.0205,-0.149
100.02055,-0.1
100.0206,-0.049
100.02065,0.073
100.0207,0.076
100.02075,0.156
100.0208,0.117
100.02085,0.061
100.0209,0.01
100.02095,0.071
100.021,0.125
100.02105,0.083
100.0211,-0.042
100.02115,-0.156
100.0212,0.039
100.02125,0.154
100.0213,0.125
100.02135,0.002
100.0214,0.037
100.02145,0.049
100.0215,0.059
100.02155,0.01
100.0216,-0.002
100.02165,-0.051
100.0217,-0.085
100.02175,-0.073
100.0218,-0.034
100.02185,-0.027
100.0219,-0.049
100.02195,-0.044
100.022,0.115
100.02205,0.059
100.0221,-0.022
100.02215,-0.012
100.0222,0.015
100.02225,0.2
100.0223,0.208
100.02235,0.12
100.0224,-0.042
100.02245,0.085
100.0225,0.242
100.02255,0.247
100.0226,0.066
100.02265,-0.266
100.0227,-0.081
100.02275,-0.061
100.0228,-0.117
100.02285,-0.054
100.0229,0.181
100.02295,0.051
100.023,-0.33
100.02305,-0.293
100.0231,0.032
100.02315,0.176
100.0232,0.01
100.02325,-0.117
100.0233,-0.088
100.02335,0.107
100.0234,0.237
100.02345,0.227
100.0235,0.159
100.02355,0.066
100.0236,-0.1
100.02365,-0.122
100.0237,-0.044
100.02375,0.071
100.0238,-0.034
100.02385,-0.132
100.0239,0.007
100.02395,0.137
100.024,0.125
100.02405,-0.11
100.0241,-0.044
100.02415,0.081
100.0242,0.134
100.02425,-0.034
100.0243,-0.168
100.02435,-0.046
100.0244,0.134
100.02445,0.2
100.0245,-0.002
100.02455,-0.115
100.0246,0.022
100.02465,0.09
100.0247,0.088
100.02475,-0.122
100.0248,-0.3
100.02485,-0.212
100.0249,0.081
100.02495,0.212
100.025,-0.029
100.02505,-0.11
100.0251,-0.056
100.02515,0.078
100.0252,0.154
100.02525,0.054
100.0253,0.005
100.02535,-0.022
100.0254,0.105
100.02545,0.103
100.0255,-0.007
100.02555,0.117
100.0256,0.161
100.02565,0.034
100.0257,0.044
100.02575,0.044
100.0258,-0.02
100.02585,-0.046
100.0259,0.032
100.02595,0.042
100.026,-0.056
100.02605,-0.151
100.0261,-0.137
100.02615,-0.085
100.0262,-0.083
100.02625,-0.078
100.0263,-0.02
100.02635,-0.022
100.0264,-0.005
100.02645,0.1
100.0265,0.034
100.02655,0.132
100.0266,0.256
100.02665,0.195
100.0267,0.093
100.02675,0.032
100.0268,0.142
100.02685,0.173
100.0269,0.063
100.02695,-0.088
100.027,-0.083
100.02705,0.122
100.0271,-0.22
100.02715,-0.41
100.0272,0.125
100.02725,0.208
100.0273,-0.042
100.02735,-0.3
100.0274,-0.071
100.02745,0.115
100.0275,0.117
100.02755,-0.024
100.0276,-0.222
100.02765,0.017
100.0277,0.415
100.02775,0.432
100.0278,0.061
100.02785,-0.073
100.0279,0.095
100.02795,0.132
100.028,0.024
100.02805,-0.117
100.0281,-0.071
100.02815,-0.015
100.0282,-0.076
100.02825,-0.01
100.0283,0.181
100.02835,0.154
100.0284,0.095
100.02845,0.029
100.0285,-0.039
100.02855,0.056
100.0286,0.176
100.02865,0.056
100.0287,0.042
100.02875,0.039
100.0288,0.1
100.02885,0.044
100.0289,0.063
100.02895,0.012
100.029,-0.105
100.02905,-0.093
100.0291,-0.071
100.02915,-0.059
100.0292,-0.129
100.02925,-0.156
100.0293,-0.122
100.02935,-0.024
100.0294,-0.01
100.02945,0.024
100.0295,0.044
100.02955,0.051
100.0296,0.02
100.02965,0.103
100.0297,0.12
100.02975,0.034
100.0298,0.051
100.02985,0.115
100.0299,0.215
100.02995,0.107
100.03,-0.037
100.03005,-0.037
100.0301,0.049
100.03015,-0.015
100.0302,-0.063
100.03025,-0.093
100.0303,-0.117
100.03035,-0.066
100.0304,-0.168
100.03045,-0.071
100.0305,-0.002
100.03055,-0.002
100.0306,-0.076
100.03065,-0.127
100.0307,-0.029
100.03075,-0.005
100.0308,0.068
100.03085,0.115
100.0309,0.093
100.03095,0.039
100.031,0.146
100.03105,0.068
100.0311,-0.049
100.03115,-0.071
100.0312,0.144
100.03125,0.198
100.0313,-0.071
100.03135,-0.146
100.0314,-0.327
100.03145,-0.105
100.0315,-0.068
100.03155,0.068
100.0316,-0.017
100.03165,-0.107
100.0317,-0.237
100.03175,0.12
100.0318,0.146
100.03185,0.039
100.0319,-0.149
100.03195,-0.083
100.032,0.01
100.03205,0.156
100.0321,0.093
100.03215,0.054
100.0322,-0.066
100.03225,-0.134
100.0323,-0.125
100.03235,-0.151
100.0324,-0.132
100.03245,-0.105
100.0325,-0.042
100.03255,0.024
100.0326,-0.005
100.03265,0.083
100.0327,0.098
100.03275,0.012
100.0328,-0.007
100.03285,-0.076
100.0329,-0.059
100.03295,0.081
100.033,0.11
100.03305,-0.134
100.0331,-0.166
100.03315,-0.034
100.0332,-0.051
100.03325,0.051
100.0333,-0.068
100.03335,-0.181
100.0334,-0.127
100.03345,-0.002
100.0335,-0.005
100.03355,-0.129
100.0336,-0.107
100.03365,-0.046
100.0337,0.081
100.03375,0.071
100.0338,-0.039
100.03385,0.042
100.0339,0.054
100.03395,0.042
100.034,-0.012
100.03405,-0.032
100.0341,0.066
100.03415,0.095
100.0342,0.005
100.03425,-0.071
100.0343,-0.029
100.03435,0.071
100.0344,-0.005
100.03445,-0.093
100.0345,-0.139
100.03455,-0.012
100.0346,0.061
100.03465,-0.049
100.0347,-0.105
100.03475,-0.032
100.0348,-0.032
100.03485,-0.054
100.0349,0.002
100.03495,0.059
100.035,0.061
100.03505,-0.103
100.0351,-0.168
100.03515,-0.098
100.0352,-0.051
100.03525,0.0
100.0353,0.137
100.03535,0.154
100.0354,-0.122
100.03545,-0.266
100.0355,0.0
100.03555,0.161
100.0356,0.115
100.03565,0.044
100.0357,-0.166
100.03575,0.149
100.0358,-0.002
100.03585,-0.088
100.0359,0.132
100.03595,0.325
100.036,-0.005
100.03605,-0.515
100.0361,-0.264
100.03615,0.269
100.0362,0.21
100.03625,-0.2
100.0363,-0.505
100.03635,-0.212
100.0364,0.146
100.03645,0.181
100.0365,-0.037
100.03655,-0.032
100.0366,0.154
100.03665,0.173
100.0367,-0.171
100.03675,-0.168
100.0368,0.005
100.03685,0.061
100.0369,-0.098
100.03695,-0.139
100.037,0.12
100.03705,0.225
100.0371,0.098
100.03715,-0.037
100.0372,-0.142
100.03725,-0.02
100.0373,0.002
100.03735,-0.056
100.0374,-0.095
100.03745,-0.203
100.0375,-0.173
100.03755,0.015
100.0376,0.1
100.03765,0.039
100.0377,-0.005
100.03775,0.051
100.0378,0.105
100.03785,-0.051
100.0379,-0.042
100.03795,-0.09
100.038,-0.083
100.03805,-0.112
100.0381,-0.1
100.03815,-0.11
100.0382,-0.056
100.03825,0.061
100.0383,0.024
100.03835,-0.085
100.0384,-0.12
100.03845,-0.054
100.0385,-0.029
100.03855,-0.134
100.0386,-0.073
100.03865,0.093
100.0387,0.103
100.03875,0.095
100.0388,0.015
100.03885,0.034
100.0389,0.066
100.03895,0.005
100.039,-0.1
100.03905,-0.225
100.0391,-0.222
100.03915,-0.173
100.0392,-0.081
100.03925,-0.09
100.0393,-0.142
100.03935,-0.132
100.0394,-0.051
100.03945,-0.046
100.0395,-0.024
100.03955,-0.056
100.0396,-0.029
100.03965,0.12
100.0397,0.193
100.03975,0.12
100.0398,-0.054
100.03985,0.081
100.0399,0.164
100.03995,0.315
100.04,0.095
100.04005,-0.264
100.0401,-0.234
100.04015,-0.139
100.0402,-0.22
100.04025,-0.125
100.0403,0.029
100.04035,0.046
100.0404,-0.215
100.04045,-0.21
100.0405,0.005
100.04055,0.115
100.0406,0.068
100.04065,-0.081
100.0407,-0.09
100.04075,0.117
100.0408,0.208
100.04085,0.125
100.0409,0.054
100.04095,0.107
100.041,0.088
100.04105,-0.068
100.0411,-0.056
100.04115,-0.032
100.0412,-0.115
100.04125,-0.271
100.0413,-0.139
100.04135,-0.056
100.0414,0.112
100.04145,0.112
100.0415,0.046
100.04155,0.117
100.0416,0.059
100.04165,-0.073
100.0417,-0.066
100.04175,0.049
100.0418,0.059
100.04185,0.056
100.0419,0.071
100.04195,0.039
100.042,0.024
100.04205,0.012
100.0421,-0.051
100.04215,-0.105
100.0422,-0.105
100.04225,-0.129
100.0423,-0.098
100.04235,-0.105
100.0424,-0.083
100.04245,-0.085
100.0425,-0.012
100.04255,0.051
100.0426,0.037
100.04265,0.037
100.0427,0.056
100.04275,0.09
100.0428,0.037
100.04285,0.022
100.0429,0.02
100.04295,0.095
100.043,0.11
100.04305,0.078
100.0431,0.051
100.04315,0.039
100.0432,-0.012
100.04325,-0.115
100.0433,-0.205
100.04335,-0.178
100.0434,-0.125
100.04345,-0.129
100.0435,-0.215
100.04355,-0.176
100.0436,-0.042
100.04365,-0.027
100.0437,-0.042
100.04375,-0.09
100.0438,-0.081
100.04385,0.029
100.0439,0.09
100.04395,0.117
100.044,0.156
100.04405,0.181
100.0441,0.176
100.04415,-0.02
100.0442,0.063
100.04425,0.122
100.0443,0.12
100.04435,-0.12
100.0444,-0.366
100.04445,-0.034
100.0445,-0.166
100.04455,-0.039
100.0446,0.183
100.04465,0.063
100.0447,-0.1
100.04475,-0.081
100.0448,-0.132
100.04485,0.005
100.0449,0.085
100.04495,-0.01
100.045,-0.071
100.04505,0.029
100.0451,0.303
100.04515,0.269
100.0452,0.09
100.04525,0.127
100.0453,0.151
100.04535,-0.063
100.0454,-0.288
100.04545,-0.176
100.0455,-0.078
100.04555,-0.115
100.0456,-0.129
100.04565,-0.034
100.0457,0.042
100.04575,0.298
100.0458,0.176
100.04585,0.103
100.0459,0.039
100.04595,0.066
100.046,0.095
100.04605,-0.005
100.0461,-0.1
100.04615,-0.02
100.0462,0.012
100.04625,0.051
100.0463,0.095
100.04635,0.02
100.0464,-0.027
100.04645,-0.093
100.0465,-0.076
100.04655,-0.117
100.0466,-0.071
100.04665,-0.088
100.0467,-0.159
100.04675,-0.049
100.0468,0.139
100.04685,0.171
100.0469,0.125
100.04695,0.078
100.047,0.051
100.04705,0.085
100.0471,0.125
100.04715,0.11
100.0472,0.125
100.04725,0.088
100.0473,0.103
100.04735,0.071
100.0474,0.046
100.04745,0.042
100.0475,0.063
100.04755,-0.01
100.0476,-0.149
100.04765,-0.171
100.0477,-0.034
100.04775,-0.037
100.0478,-0.09
100.04785,-0.073
100.0479,0.034
100.04795,0.024
100.048,-0.012
100.04805,0.037
100.0481,0.11
100.04815,0.032
100.0482,0.002
100.04825,-0.032
100.0483,0.063
100.04835,0.249
100.0484,0.222
100.04845,-0.027
100.0485,-0.188
100.04855,0.076
100.0486,0.293
100.04865,0.142
100.0487,-0.178
100.04875,-0.303
100.0488,-0.024
100.04885,-0.029
100.0489,-0.247
100.04895,0.137
100.049,0.305
100.04905,-0.137
100.0491,-0.244
100.04915,-0.115
100.0492,0.186
100.04925,0.146
100.0493,0.029
100.04935,-0.142
100.0494,0.007
100.04945,0.183
100.0495,0.168
100.04955,0.024
100.0496,-0.042
100.04965,0.01
100.0497,-0.015
100.04975,-0.061
100.0498,-0.186
100.04985,-0.034
100.0499,0.054
100.04995,-0.015
100.05,-0.022
100.05005,0.012
100.0501,0.078
100.05015,0.164
100.0502,0.085
100.05025,0.042
100.0503,0.017
100.05035,-0.01
100.0504,-0.066
100.05045,-0.117
100.0505,-0.034
100.05055,-0.005
100.0506,0.02
100.05065,0.024
100.0507,-0.11
100.05075,-0.142
100.0508,-0.039
100.05085,0.007
100.0509,-0.056
100.05095,-0.1
100.051,-0.007
100.05105,0.027
100.0511,0.061
100.05115,0.09
100.0512,0.132
100.05125,0.09
100.0513,0.034
100.05135,-0.024
100.0514,-0.037
100.05145,0.068
100.0515,0.015
100.05155,-0.042
100.0516,-0.044
100.05165,0.042
100.0517,0.037
100.05175,0.049
100.0518,-0.02
100.05185,-0.063
100.0519,-0.049
100.05195,0.0
100.052,0.027
100.05205,-0.042
100.0521,-0.002
100.05215,0.024
100.0522,-0.042
100.05225,-0.051
100.0523,-0.01
100.05235,0.022
100.0524,-0.061
100.05245,-0.125
100.0525,-0.09
100.05255,0.032
100.0526,-0.012
100.05265,0.0
100.0527,0.125
100.05275,0.154
100.0528,-0.034
100.05285,-0.19
100.0529,0.085
100.05295,0.278
100.053,0.347
100.05305,0.01
100.0531,-0.127
100.05315,0.122
100.0532,-0.039
100.05325,0.007
100.0533,0.0
100.05335,0.195
100.0534,0.017
100.05345,-0.376
100.0535,-0.269
100.05355,0.088
100.0536,0.215
100.05365,-0.061
100.0537,-0.261
100.05375,-0.203
100.0538,0.161
100.05385,0.159
100.0539,0.017
100.05395,-0.115
100.054,0.11
100.05405,0.212
100.0541,-0.107
100.05415,-0.215
100.0542,0.046
100.05425,0.083
100.0543,0.022
100.05435,-0.078
100.0544,-0.056
100.05445,0.085
100.0545,0.063
100.05455,0.037
100.0546,-0.12
100.05465,-0.134
100.0547,0.0
100.05475,0.024
100.0548,-0.034
100.05485,0.029
100.0549,0.098
100.05495,0.044
100.055,-0.049
100.05505,-0.059
100.0551,0.063
100.05515,0.125
100.0552,0.02
100.05525,-0.122
100.0553,-0.122
100.05535,-0.01
100.0554,0.076
100.05545,0.015
100.0555,0.012
100.05555,-0.022
100.0556,-0.024
100.05565,0.029
100.0557,0.142
100.05575,0.178
100.0558,-0.027
100.05585,-0.103
100.0559,-0.022
100.05595,0.2
100.056,0.205
100.05605,0.059
100.0561,0.034
100.05615,0.024
100.0562,0.095
100.05625,0.059
100.0563,0.046
100.05635,-0.007
100.0564,-0.09
100.05645,-0.164
100.0565,-0.078
100.05655,-0.027
100.0566,-0.132
100.05665,-0.251
100.0567,-0.234
100.05675,-0.061
100.0568,0.098
100.05685,0.1
100.0569,0.002
100.05695,-0.11
100.057,0.103
100.05705,0.242
100.0571,0.132
100.05715,-0.039
100.0572,-0.176
100.05725,0.11
100.0573,0.266
100.05735,0.186
100.0574,-0.051
100.05745,-0.144
100.0575,0.129
100.05755,-0.068
100.0576,-0.125
100.05765,-0.017
100.0577,0.046
100.05775,-0.22
100.0578,-0.249
100.05785,-0.042
100.0579,0.161
100.05795,0.115
100.058,-0.083
100.05805,-0.181
100.0581,0.061
100.05815,0.354
100.0582,0.251
100.05825,0.024
100.0583,-0.015
100.05835,0.002
100.0584,-0.098
100.05845,-0.09
100.0585,0.085
100.05855,-0.029
100.0586,-0.188
100.05865,-0.19
100.0587,-0.046
100.05875,0.12
100.0588,0.042
100.05885,-0.046
100.0589,-0.154
100.05895,-0.059
100.059,0.107
100.05905,0.049
100.0591,-0.029
100.05915,-0.059
100.0592,-0.056
100.05925,0.066
100.0593,0.071
100.05935,0.037
100.0594,0.034
100.05945,0.002
100.0595,-0.032
100.05955,-0.129
100.0596,-0.122
100.05965,-0.051
100.0597,-0.046
100.05975,-0.034
100.0598,-0.005
100.05985,0.122
100.0599,0.125
100.05995,0.042
100.06,-0.015
100.06005,0.09
100.0601,0.115
100.06015,0.066
100.0602,0.024
100.06025,0.076
100.0603,0.105
100.06035,0.049
100.0604,-0.01
100.06045,0.095
100.0605,0.168
100.06055,0.051
100.0606,-0.063
100.06065,-0.166
100.0607,-0.098
100.06075,-0.046
100.0608,0.005
100.06085,-0.044
100.0609,-0.178
100.06095,-0.154
100.061,0.029
100.06105,0.017
100.0611,-0.056
100.06115,0.061
100.0612,0.037
100.06125,0.088
100.0613,0.046
100.06135,-0.027
100.0614,0.042
100.06145,0.183
100.0615,0.195
100.06155,-0.054
100.0616,-0.1
100.06165,-0.002
100.0617,0.171
100.06175,0.037
100.0618,-0.188
100.06185,-0.388
100.0619,-0.183
100.06195,0.137
100.062,0.19
100.06205,-0.061
100.0621,-0.239
100.06215,-0.247
100.0622,0.051
100.06225,0.125
100.0623,-0.12
100.06235,-0.154
100.0624,0.132
100.06245,0.237
100.0625,0.168
100.06255,0.022
100.0626,-0.085
100.06265,0.042
100.0627,0.134
100.06275,-0.142
100.0628,-0.437
100.06285,-0.259
100.0629,0.112
100.06295,0.137
100.063,-0.161
100.06305,-0.156
100.0631,0.098
100.06315,0.232
100.0632,0.149
100.06325,-0.156
100.0633,-0.171
100.06335,0.02
100.0634,0.129
100.06345,-0.01
100.0635,-0.056
100.06355,-0.02
100.0636,-0.042
100.06365,-0.142
100.0637,-0.002
100.06375,0.0
100.0638,-0.063
100.06385,-0.139
100.0639,-0.286
100.06395,-0.159
100.064,0.002
100.06405,0.137
100.0641,0.093
100.06415,0.059
100.0642,-0.012
100.06425,0.024
100.0643,0.125
100.06435,0.085
100.0644,0.037
100.06445,0.19
100.0645,0.166
100.06455,0.01
100.0646,-0.068
100.06465,0.01
100.0647,0.068
100.06475,0.093
100.0648,0.032
100.06485,-0.051
100.0649,-0.022
100.06495,-0.01
100.065,0.061
100.06505,0.02
100.0651,-0.083
100.06515,-0.137
100.0652,0.029
100.06525,0.061
100.0653,-0.081
100.06535,-0.227
100.0654,0.034
100.06545,0.11
100.0655,0.005
100.06555,-0.134
100.0656,-0.11
100.06565,0.139
100.0657,0.303
100.06575,0.012
100.0658,-0.173
100.06585,-0.034
100.0659,0.271
100.06595,0.168
100.066,-0.083
100.06605,-0.149
100.0661,0.046
100.06615,0.063
100.0662,-0.317
100.06625,-0.029
100.0663,0.171
100.06635,0.044
100.0664,-0.161
100.06645,-0.259
100.0665,-0.027
100.06655,0.225
100.0666,0.059
100.06665,-0.388
100.0667,-0.249
100.06675,0.376
100.0668,0.566
100.06685,0.11
100.0669,-0.171
100.06695,-0.027
100.067,0.107
100.06705,0.032
100.0671,-0.166
100.06715,0.085
100.0672,0.168
100.06725,0.029
100.0673,-0.098
100.06735,0.122
100.0674,0.19
100.06745,0.098
100.0675,0.051
100.06755,0.042
100.0676,-0.027
100.06765,0.059
100.0677,-0.012
100.06775,-0.122
100.0678,-0.027
100.06785,-0.051
100.0679,-0.034
100.06795,-0.024
100.068,-0.059
100.06805,-0.088
100.0681,0.044
100.06815,0.046
100.0682,-0.017
100.06825,-0.059
100.0683,-0.09
100.06835,-0.059
100.0684,0.012
100.06845,0.103
100.0685,0.078
100.06855,0.061
100.0686,0.005
100.06865,-0.017
100.0687,-0.015
100.06875,0.044
100.0688,0.01
100.06885,0.056
100.0689,-0.015
100.06895,0.034
100.069,-0.01
100.06905,-0.042
100.0691,-0.037
100.06915,0.09
100.0692,0.063
100.06925,-0.02
100.0693,-0.012
100.06935,0.02
100.0694,0.061
100.06945,-0.029
100.0695,-0.037
100.06955,-0.066
100.0696,-0.127
100.06965,-0.161
100.0697,-0.112
100.06975,-0.005
100.0698,-0.051
100.06985,-0.117
100.0699,-0.039
100.06995,0.193
100.07,0.103
100.07005,-0.059
100.0701,-0.229
100.07015,0.1
100.0702,0.396
100.07025,0.322
100.0703,-0.12
100.07035,-0.21
100.0704,0.181
100.07045,0.173
100.0705,-0.205
100.07055,-0.029
100.0706,0.154
100.07065,-0.022
100.0707,-0.33
100.07075,-0.273
100.0708,0.09
100.07085,0.117
100.0709,-0.037
100.07095,-0.261
100.071,-0.105
100.07105,0.339
100.0711,0.396
100.07115,0.161
100.0712,0.063
100.07125,0.085
100.0713,0.049
100.07135,-0.139
100.0714,-0.237
100.07145,0.083
100.0715,0.068
100.07155,-0.022
100.0716,-0.085
100.07165,0.032
100.0717,0.215
100.07175,0.027
100.0718,-0.122
100.07185,-0.037
100.0719,-0.051
100.07195,0.007
100.072,0.11
100.07205,-0.02
100.0721,-0.115
100.07215,-0.166
100.0722,-0.029
100.07225,0.044
100.0723,0.11
100.07235,0.029
100.0724,-0.137
100.07245,-0.122
100.0725,0.02
100.07255,0.137
100.0726,0.012
100.07265,-0.156
100.0727,-0.103
100.07275,-0.012
100.0728,-0.017
100.07285,0.01
100.0729,-0.017
100.07295,-0.056
100.073,-0.027
100.07305,-0.046
100.0731,-0.137
100.07315,-0.029
100.0732,0.093
100.07325,0.134
100.0733,0.061
100.07335,-0.034
100.0734,-0.027
100.07345,-0.029
100.0735,0.078
100.07355,0.024
100.0736,-0.166
100.07365,-0.234
100.0737,-0.161
100.07375,-0.027
100.0738,-0.02
100.07385,-0.156
