Time,Bearing 1
130.0388,-0.088
130.03885,0.3
130.0389,0.305
130.03896,0.051
130.039,-0.317
130.03905,-0.203
130.0391,-0.173
130.03915,-0.085
130.0392,-0.242
130.03925,-0.088
130.0393,0.037
130.03935,0.2
130.0394,0.061
130.03944,-0.237
130.0395,-0.247
130.03955,0.046
130.0396,0.09
130.03966,-0.056
130.0397,-0.081
130.03975,0.225
130.0398,0.396
130.03986,0.31
130.0399,0.193
130.03995,0.056
130.04,0.115
130.04005,0.059
130.0401,-0.161
130.04015,-0.227
130.0402,-0.139
130.04025,-0.032
130.0403,0.024
130.04034,0.093
130.0404,0.007
130.04045,0.117
130.0405,0.093
130.04054,0.059
130.0406,-0.005
130.04065,-0.02
130.0407,0.007
130.04076,-0.049
130.0408,-0.093
130.04085,-0.083
130.0409,0.032
130.04095,0.042
130.041,-0.01
130.04105,-0.012
130.0411,-0.024
130.04115,-0.061
130.0412,-0.037
130.04124,0.117
130.0413,-0.081
130.04135,-0.105
130.0414,0.029
130.04144,0.037
130.0415,0.012
130.04155,0.02
130.0416,0.122
130.04166,0.244
130.0417,0.205
130.04175,0.081
130.0418,0.022
130.04185,0.171
130.0419,0.212
130.04195,0.115
130.042,0.012
130.04205,0.117
130.0421,0.21
130.04214,0.044
130.0422,-0.176
130.04225,-0.2
130.0423,-0.132
130.04234,-0.144
130.0424,-0.344
130.04245,-0.269
130.0425,-0.122
130.04256,-0.071
130.0426,-0.083
130.04265,-0.085
130.0427,-0.066
130.04276,0.051
130.0428,0.112
130.04285,-0.088
130.0429,-0.154
130.04295,0.034
130.043,0.461
130.04305,0.413
130.0431,0.088
130.04315,-0.127
130.0432,0.156
130.04324,0.552
130.0433,0.391
130.04335,-0.256
130.0434,-0.222
130.04346,-0.02
130.0435,0.088
130.04355,-0.391
130.0436,-0.459
130.04366,0.059
130.0437,0.339
130.04375,0.178
130.0438,-0.134
130.04385,-0.188
130.0439,0.054
130.04395,0.247
130.044,-0.027
130.04405,-0.356
130.0441,-0.037
130.04414,0.425
130.0442,0.344
130.04425,-0.007
130.0443,0.066
130.04436,0.21
130.0444,0.168
130.04445,-0.19
130.0445,-0.396
130.04456,-0.142
130.0446,0.071
130.04465,-0.029
130.0447,-0.137
130.04475,0.0
130.0448,0.288
130.04485,0.295
130.0449,0.078
130.04495,-0.081
130.045,-0.005
130.04504,0.044
130.0451,-0.002
130.04515,0.068
130.0452,0.046
130.04526,-0.168
130.0453,-0.208
130.04535,-0.029
130.0454,0.037
130.04546,-0.059
130.0455,-0.095
130.04555,-0.168
130.0456,-0.088
130.04565,-0.1
130.0457,-0.19
130.04575,0.049
130.0458,0.212
130.04585,0.129
130.0459,0.051
130.04594,0.12
130.046,0.281
130.04605,0.181
130.0461,-0.117
130.04614,-0.146
130.0462,0.154
130.04625,0.242
130.0463,0.066
130.04636,-0.112
130.0464,-0.007
130.04645,0.142
130.0465,0.11
130.04655,-0.063
130.0466,-0.054
130.04665,-0.09
130.0467,-0.017
130.04675,-0.063
130.0468,-0.11
130.04684,-0.056
130.0469,0.015
130.04695,0.015
130.047,-0.125
130.04704,-0.034
130.0471,0.161
130.04715,0.132
130.0472,-0.083
130.04726,-0.264
130.0473,-0.027
130.04735,0.488
130.0474,0.315
130.04745,-0.063
130.0475,-0.093
130.04755,0.295
130.0476,0.435
130.04765,0.085
130.0477,-0.405
130.04774,-0.366
130.0478,0.295
130.04785,0.278
130.0479,-0.215
130.04794,-0.42
130.048,0.029
130.04805,-0.085
130.0481,-0.122
130.04816,-0.159
130.0482,-0.044
130.04825,-0.042
130.0483,-0.127
130.04836,-0.042
130.0484,0.095
130.04845,0.09
130.0485,0.078
130.04855,0.071
130.0486,0.132
130.04865,0.229
130.0487,0.171
130.04875,-0.024
130.0488,-0.132
130.04884,0.032
130.0489,0.012
130.04895,0.085
130.049,0.042
130.04906,0.068
130.0491,0.032
130.04915,0.093
130.0492,0.112
130.04926,-0.107
130.0493,-0.166
130.04935,-0.066
130.0494,-0.068
130.04945,-0.21
130.0495,-0.103
130.04955,0.107
130.0496,0.029
130.04965,-0.073
130.0497,-0.076
130.04974,0.085
130.0498,-0.049
130.04985,0.007
130.0499,0.151
130.04996,0.01
130.05,0.066
130.05005,0.039
130.0501,0.173
130.05016,0.344
130.0502,0.237
130.05025,-0.112
130.0503,-0.278
130.05035,0.073
130.0504,0.244
130.05045,-0.164
130.0505,-0.337
130.05055,0.032
130.0506,0.325
130.05064,0.242
130.0507,-0.244
130.05075,-0.3
130.0508,0.107
130.05086,0.178
130.0509,-0.203
130.05095,-0.371
130.051,0.002
130.05106,0.464
130.0511,0.242
130.05115,-0.071
130.0512,0.024
130.05125,0.295
130.0513,0.178
130.05135,-0.208
130.0514,-0.242
130.05145,-0.076
130.0515,0.105
130.05154,0.029
130.0516,-0.093
130.05165,0.032
130.0517,0.259
130.05174,0.288
130.0518,-0.1
130.05185,-0.081
130.0519,0.146
130.05196,0.105
130.052,-0.056
130.05205,-0.161
130.0521,-0.12
130.05215,0.007
130.0522,0.1
130.05225,-0.029
130.0523,-0.095
130.05235,0.029
130.0524,0.112
130.05244,0.063
130.0525,-0.039
130.05255,-0.024
130.0526,0.107
130.05264,0.142
130.0527,0.066
130.05275,0.066
130.0528,0.117
130.05286,0.117
130.0529,0.083
130.05295,0.024
130.053,0.137
130.05305,0.2
130.0531,0.127
130.05315,-0.032
130.0532,-0.081
130.05325,0.002
130.0533,0.22
130.05334,0.142
130.0534,0.042
130.05345,0.007
130.0535,0.1
130.05354,0.093
130.0536,-0.046
130.05365,-0.095
130.0537,0.027
130.05376,0.024
130.0538,-0.078
130.05385,-0.11
130.0539,0.029
130.05396,0.171
130.054,0.085
130.05405,-0.127
130.0541,-0.249
130.05415,-0.078
130.0542,0.347
130.05424,0.305
130.0543,0.127
130.05435,-0.227
130.0544,0.037
130.05444,0.347
130.0545,0.176
130.05455,-0.305
130.0546,-0.295
130.05466,0.254
130.0547,0.342
130.05475,-0.657
130.0548,-0.859
130.05486,0.186
130.0549,0.815
130.05495,0.171
130.055,-0.498
130.05505,-0.286
130.0551,0.229
130.05515,0.432
130.0552,-0.115
130.05525,-0.53
130.0553,-0.054
130.05534,0.645
130.0554,0.361
130.05545,-0.176
130.0555,0.078
130.05556,0.21
130.0556,0.139
130.05565,-0.107
130.0557,-0.308
130.05576,-0.105
130.0558,0.208
130.05585,0.125
130.0559,-0.098
130.05595,-0.11
130.056,0.237
130.05605,0.361
130.0561,0.044
130.05615,-0.103
130.0562,-0.044
130.05624,0.12
130.0563,-0.032
130.05635,-0.161
130.0564,-0.039
130.05646,0.093
130.0565,0.093
130.05655,0.024
130.0566,-0.164
130.05666,-0.154
130.0567,-0.054
130.05675,0.09
130.0568,0.032
130.05685,-0.095
130.0569,-0.127
130.05695,0.059
130.057,0.198
130.05705,0.21
130.0571,0.063
130.05714,-0.073
130.0572,0.054
130.05725,0.166
130.0573,0.039
130.05734,-0.049
130.0574,-0.007
130.05745,0.032
130.0575,0.083
130.05756,0.0
130.0576,-0.015
130.05765,0.11
130.0577,0.105
130.05775,-0.056
130.0578,-0.212
130.05785,-0.234
130.0579,-0.139
130.05795,-0.039
130.058,-0.208
130.05804,-0.132
130.0581,-0.151
130.05815,-0.129
130.0582,-0.11
130.05824,-0.015
130.0583,0.01
130.05835,-0.115
130.0584,-0.217
130.05846,-0.051
130.0585,-0.002
130.05855,0.115
130.0586,0.068
130.05865,-0.054
130.0587,0.093
130.05875,0.208
130.0588,0.247
130.05885,0.039
130.0589,-0.312
130.05894,-0.317
130.059,0.049
130.05905,-0.066
130.0591,-0.168
130.05914,-0.071
130.0592,0.142
130.05925,0.137
130.0593,-0.129
130.05936,-0.164
130.0594,-0.034
130.05945,0.198
130.0595,-0.002
130.05956,-0.242
130.0596,-0.066
130.05965,0.315
130.0597,0.435
130.05975,0.073
130.0598,-0.142
130.05984,0.078
130.0599,0.149
130.05995,-0.161
130.06,-0.239
130.06004,-0.203
130.0601,0.007
130.06015,0.01
130.0602,-0.168
130.06026,-0.176
130.0603,0.02
130.06035,0.142
130.0604,0.09
130.06046,-0.056
130.0605,0.002
130.06055,0.115
130.0606,0.112
130.06065,-0.044
130.0607,-0.107
130.06075,0.015
130.0608,0.029
130.06085,-0.117
130.0609,0.002
130.06094,0.02
130.061,-0.078
130.06105,-0.22
130.0611,-0.247
130.06116,-0.159
130.0612,-0.046
130.06125,-0.1
130.0613,-0.217
130.06136,-0.081
130.0614,0.127
130.06145,0.129
130.0615,0.105
130.06155,0.066
130.0616,0.046
130.06165,0.071
130.0617,0.034
130.06175,0.066
130.0618,0.071
130.06184,0.049
130.0619,0.037
130.06195,0.002
130.062,-0.054
130.06206,-0.166
130.0621,-0.22
130.06215,-0.076
130.0622,-0.085
130.06226,-0.171
130.0623,-0.176
130.06235,-0.09
130.0624,-0.085
130.06245,-0.146
130.0625,-0.11
130.06255,-0.049
130.0626,0.063
130.06265,0.225
130.0627,0.02
130.06274,-0.164
130.0628,-0.1
130.06285,0.173
130.0629,0.278
130.06294,0.027
130.063,-0.122
130.06305,-0.273
130.0631,0.239
130.06316,0.212
130.0632,-0.112
130.06325,-0.41
130.0633,-0.295
130.06335,-0.024
130.0634,0.139
130.06345,-0.276
130.0635,-0.483
130.06355,0.061
130.0636,0.366
130.06364,0.115
130.0637,-0.427
130.06375,-0.33
130.0638,0.178
130.06384,0.293
130.0639,-0.21
130.06395,-0.537
130.064,-0.081
130.06406,0.452
130.0641,0.239
130.06415,-0.176
130.0642,-0.107
130.06425,0.186
130.0643,0.222
130.06435,-0.234
130.0644,-0.386
130.06445,-0.103
130.0645,0.164
130.06454,0.039
130.0646,-0.168
130.06465,-0.046
130.0647,0.3
130.06474,0.225
130.0648,0.002
130.06485,-0.085
130.0649,0.078
130.06496,0.078
130.065,-0.171
130.06505,-0.3
130.0651,-0.186
130.06516,0.12
130.0652,0.005
130.06525,-0.054
130.0653,-0.042
130.06535,-0.039
130.0654,0.022
130.06544,-0.056
130.0655,-0.088
130.06555,-0.024
130.0656,0.037
130.06564,-0.076
130.0657,-0.095
130.06575,0.073
130.0658,0.259
130.06586,0.215
130.0659,0.027
130.06595,0.012
130.066,-0.032
130.06606,0.105
130.0661,0.173
130.06615,-0.017
130.0662,-0.137
130.06625,-0.046
130.0663,0.154
130.06635,0.19
130.0664,-0.012
130.06645,-0.085
130.0665,-0.071
130.06654,0.093
130.0666,-0.005
130.06665,-0.146
130.0667,-0.115
130.06676,0.012
130.0668,-0.037
130.06685,-0.007
130.0669,-0.032
130.06696,0.063
130.067,0.1
130.06705,0.051
130.0671,-0.085
130.06715,-0.161
130.0672,-0.059
130.06725,0.112
130.0673,0.151
130.06735,0.122
130.0674,-0.061
130.06744,-0.017
130.0675,0.344
130.06755,0.11
130.0676,-0.273
130.06766,-0.344
130.0677,-0.059
130.06775,0.139
130.0678,-0.156
130.06786,-0.3
130.0679,0.173
130.06795,0.449
130.068,0.039
130.06805,-0.242
130.0681,-0.144
130.06815,0.208
130.0682,0.117
130.06825,-0.195
130.0683,-0.349
130.06834,0.142
130.0684,0.457
130.06845,0.149
130.0685,0.027
130.06854,0.203
130.0686,0.352
130.06865,0.149
130.0687,-0.154
130.06876,-0.164
130.0688,0.078
130.06885,0.095
130.0689,-0.105
130.06895,-0.164
130.069,0.037
130.06905,0.193
130.0691,0.11
130.06915,-0.02
130.0692,-0.071
130.06924,0.027
130.0693,-0.02
130.06935,-0.093
130.0694,-0.156
130.06944,-0.063
130.0695,0.095
130.06955,0.085
130.0696,0.017
130.06966,0.015
130.0697,0.081
130.06975,0.024
130.0698,-0.012
130.06985,-0.088
130.0699,-0.193
130.06995,-0.066
130.07,0.129
130.07005,0.085
130.0701,0.117
130.07014,-0.012
130.0702,0.068
130.07025,0.103
130.0703,0.01
130.07034,-0.007
130.0704,0.09
130.07045,0.134
130.0705,0.129
130.07056,0.173
130.0706,0.144
130.07065,0.146
130.0707,0.127
130.07076,0.151
130.0708,-0.02
130.07085,-0.134
130.0709,-0.1
130.07095,-0.115
130.071,-0.117
130.07104,-0.186
130.0711,-0.168
130.07115,-0.042
130.0712,-0.037
130.07124,-0.129
130.0713,-0.061
130.07135,0.117
130.0714,0.034
130.07146,-0.051
130.0715,-0.088
130.07155,0.012
130.0716,0.398
130.07166,0.449
130.0717,0.122
130.07175,-0.027
130.0718,0.183
130.07185,0.496
130.0719,0.234
130.07195,-0.337
130.072,-0.481
130.07205,-0.024
130.0721,0.054
130.07214,-0.496
130.0722,-0.386
130.07225,0.203
130.0723,0.417
130.07236,0.01
130.0724,-0.396
130.07245,-0.154
130.0725,0.227
130.07256,0.264
130.0726,-0.139
130.07265,-0.271
130.0727,0.264
130.07275,0.591
130.0728,0.364
130.07285,0.066
130.0729,0.161
130.07295,0.288
130.073,0.046
130.07304,-0.403
130.0731,-0.435
130.07315,-0.112
130.0732,0.029
130.07326,-0.002
130.0733,-0.076
130.07335,0.117
130.0734,0.266
130.07346,0.112
130.0735,-0.068
130.07355,-0.105
130.0736,-0.012
130.07365,-0.007
130.0737,-0.054
130.07375,-0.051
130.0738,0.02
130.07385,0.105
130.0739,0.073
